"Id","Name","Address","County","Country","Phone","Website","Activities","PersonResponsibleName","PersonResponsibleEmail","PersonResponsibleTelephone","Email","CompanyRegistrationNumber","CompanyRegisteredName","CompanyRegisteredAddress","CharityRegulationNumber","CHYNumber"
"1656","Irish Chambers","Carr Business Centre, Ballyhogue, Enniscorthy, Wexford","Wexford","Ireland","0851422189","www.irishchambers.com","Other (This group was set up to provide a safe place for small to medium and start up businesses to promote, network and make good business contacts.)","John V Carr","john@irishchambers.com","0851422189",,"540021","IRISH CHAMBERS","CARR BUSINESS CENTRE BALLYHOGE ENNISCORTHY CO. WEXFORD",,
"617","Irish College of General Practitioners","4/5 Lincoln Place, Dublin, D02 XR68",,"Ireland","016763705","www.icgp.ie","Other (Postgraduate Specialist Trainng Body for General Practice)","Fintan Foy, CEO","info@icgp.ie","016763705",,"100456","THE IRISH COLLEGE OF GENERAL PRACTITIONERS COMPANY LIMITED BY GUARANTEE","4/5, LINCOLN PLACE, DUBLIN 2.  ","CHY6751","CHY6751"
"486","Irish College of Ophthalmologists","121, St Stephen's Green, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 402 2777","www.eyedoctors.ie","Other (The ICO is the training and advocacy body for eye doctors in Ireland)","Siobhan Kelly","siobhan.kelly@eyedoctors.ie","01 402 2777",,,"Irish College of Ophthalmologists","121 St Stephen's Green","20028039","10781"
"699","Irish Community Rapid Response","Old Credit Union Building, North Street, Skibbereen, Cork","Cork","Ireland","0862412855","www.icrr.ie","Other (Health charity)","John Kearney","john@icrr.ie","0862412855",,,"Irish community rapid response ltd","Office No 2, old credit union building, North Street, Skibbereen, Co Cork","18454","18454"
"246","Irish Concrete Federation","Unit 8, Newlands Business Park, Clondalkin, D22 R2F8, Dublin","Dublin","Ireland","01 4640082","www.irishconcrete.ie","Industry body","Gerry Farrell","gerry.farrell@irishconcrete.ie","01 4640082",,"236008","IRISH CONCRETE FEDERATION LIMITED","8 NEWLANDS BUSINESS PARK NAAS ROAD CLONDALKIN DUBLIN 22",,
"37","irish congress of trade unions","31 Parnell Square, Dublin 1, Dublin","Dublin","Ireland","018897750",,"Trade union","peter rigney","peter.rigney@ictu.ie","018897750",,,,,,
"1798","Irish Continental Group plc","Ferryport, Alexandra Road, Dublin 1, Dublin","Dublin","Ireland","01 6075611","www.icg.ie","Other (Sea Transportation)","Tom Corcoran","corcorant@icg.ie","01 6075611",,"41043","IRISH CONTINENTAL GROUP, PUBLIC LIMITED COMPANY","FERRYPORT, ALEXANDRA ROAD, DUBLIN 1. ",,
"1196","Irish Council for Civil Liberties","9-13 Blackhall Place, Dublin 7, Dublin, 7, Dublin","Dublin","Ireland","017994504","www.iccl.ie","Other (Human Rights and equality education and advocacy)","Liam Herrick","liam.herrick@iccl.ie","01 7994504",,,,,,
"531","Irish Council for International Students (ICOS)","41 Morehampton Road, Donnybrook, Dublin 4, Dublin","Dublin","Ireland","01 6605233","www.icosirl.ie","Other (promoting high standards and good policy in international education in Ireland with a focus on enhancement of the student experience)","Sheila Power","spower@icosirl.ie","01 2315321",,"66784","THE IRISH COUNCIL FOR OVERSEAS STUDENTS LIMITED","41 MOREHAMPTON RD, DUBLIN 4.  ",,
"719","Irish Council for Psychotherapy","29 Upper Mount Street, Dublin, 2, Dublin","Dublin","Ireland","01 9058698","www.psychotherapy-ireland.com","Other (Psychotherapy)","Jean Manahan","admin@psychotherapycouncil.ie","01 9058698",,,"Irish Council for Psychotherapy","13 Upper Leeson Street, Dublin 4",,
"532","Irish Council for Social Housing","50 Merrion Square East, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 6618334","www.icsh.ie","Industry body","Donal McManus","donal@icsh.ie","01 6618334",,,"Irish Council for Social Housing","50 Merrion Square East",,"7204"
"1389","Irish Council of Churches","Inter-Church Centre, 48 Elmwood Avenue, Belfast, BT9 6DW, Antrim","Antrim","Ireland","+44 28 90663145","http://www.irishchurches.org","Other (Religious Organisation)","Alison Meagher","alison@irishchurches.org","+44 28 90663145",,,,,,
"1502","IRISH COURSING CLUB","DAVIS ROAD, CLONMEL, CLONMEL, E91 N9P9, Tipperary","Tipperary","Ireland","052 6188500","www.irishcoursingclub.ie","Industry body","denis histon","dj.histon@sportingpress.ie","052 6188500",,,"Irish Coursing Club Holdings Ltd","Davis Road, Clonmel, Co. Tipperary","nil","nil"
"66","Irish Creamery Milk Suppliers Association","John Feely House, Dublin Road, Limerick, Limerick, Limerick","Limerick","Ireland","061314677","www.icmsa.ie","Agribusiness","John Enright","johnenright@icmsa.ie","0872658811",,,,,,
"130","Irish Deaf Society","Deaf Village Ireland, Ratoath Road, Dublin, 7, Dublin","Dublin","Ireland","01 8601878","www.deaf.ie","Lobbying","Eddie Redmond","eddie@irishdeafsociety.ie","01 8601878",,,"Irish Deaf Society","Deaf Village Ireland, Ratoath Road Dublin 7","20021597","8674"
"330","Irish Dental Association","Unit 2 Leopardstown Office Park, Sandyford, Dublin18, Dublin","Dublin","Ireland","012950072","www.dentist.ie","Trade union","Fintan Hourihan","fintan@irishdentalassoc.ie","012950072",,,"Irish Dental Association","IDA House, Unit 2, Leopardstown Office Park, Sandyford, Dublin 18",,
"1073","Irish Development Education Association","6 Gardiner Row, Dublin 1, Dublin","Dublin","Ireland","018788480","www.ideaonline.ie","Other (Development Education network)","Frank Geary","frank@ideaonline.ie","01 878 8480",,"435218","IRISH DEVELOPMENT EDUCATION ASSOCIATION (IDEA) LIMITED","6 GARDINER ROW DUBLIN 1  ",,
"174","Irish Distillers","Simmonscourt House, Simmonscourt Road, Ballsbridge, Dublin, 4, Dublin","Dublin","Ireland","01 2129000","www.irishdistillers.ie","Agribusiness","Rosemary Garth","Rosemary/Garth@pernod-ricard.com","01 2129079",,,"Irish Distillers Limited","Simmonscourt House, Simmonscourt Road, Ballsbridge, Dublin 4",,
"1471","Irish Educational Publishers' Association","3 Clonfadda Wood, Mt merrion Ave, Blackrock, County, Dublin","Dublin","Ireland","0862490813","www.iepa.ie","Industry body","Cliodhna O'Donoghue","cliodhna.odonoghue@gmail.com","0862490813",,,,,,
"890","Irish Egg Association CLG","c/o JPA Brenson Lawlor House, Argyle Square, Morehampton Road, Donnybrook, Dublin 4, D04 W9W7, Dublin","Dublin","Ireland","0872391984","www.eggs.ie","Industry body","Aoife MacEoin","amaceoin@gmail.com","0872391984",,,"Irish Egg Association CLG","JPA Brenson Lawlor House, Argyle Square, Morehampton Road, Dublin 4 D04 W9W7",,
"858","Irish Environmental Network","MACRO Centre, 1 green St, dublin, dublin 7, Dublin","Dublin","Ireland","01 8780116","ien.ie","Other (Environmental NGO)","Michael Ewing","Maichael@ien.ie","01 8780116",,"350182","ENVIRONMENTAL (ECOLOGICAL) NGOS CORE FUNDING LIMITED","MACRO CENTRE 1 GREEN STREET DUBLIN 7 ",,
"546","Irish Episcopal Conference","Columba Centre, Maynooth, W23 P6D3, Kildare","Kildare","Ireland","015053022","www.catholicbishops.ie","Other (Promoting the pastoral outreach of the Catholic Church in Ireland)","Harry Casey","harry.casey@iecon.ie","015053022",,,"The Hierarchy General Purposes Fund","Columba Centre, St Patrick's, Maynooth, Co Kildare","20009861","5956"
"665","Irish Exporters Association","28 Merrion Square N, Dublin 2, Dublin","Dublin","Ireland","+353 1 661 2182","http://www.irishexporters.ie/","Industry body","Simon McKeever","SimonMcKeever@irishexporters.ie","0860127523",,"13805","IRISH EXPORTERS ASSOCIATION LIMITED","28 MERRION SQUARE DUBLIN 2  ",,
"739","Irish Family Planning Association","Solomons House, 42a Pearse Street, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 6074456","www.ifpa.ie","Health","Niall Behan","nbehan@ifpa.ie","01 607 4456",,"28395","IRISH FAMILY PLANNING ASSOCIATION LIMITED","SOLOMONS HOUSE, 42A, PEARSE STREET, DUBLIN 2. ","20008949","CHY5694"
"1118","Irish Farm Managers Association","Dairy Cottage Castlelands, Lismore, Waterford","Waterford","Ireland","0876388242",,"Agribusiness","Jerry Twomey","farms@lismorecastle.com","0876388242",,,,,,
"548","Irish Federation of University Teachers","11 Merrion Square, Dublin 2, Dublin, D02P962",,"Ireland","353 87 6776747","www.ifut.ie","Trade union","Joan Donegan","jdonegan.ifut@gmail.com","0871315960",,,,,,
"500","IRISH FISH PROCESSING AND EXPORTERS ASSOCIATION","13 UPPER BAGGOT STREET, FLOOR 2, DUBLIN, 4, Dublin","Dublin","Ireland","+353876299522",,"Industry body","LORC?�N ?"" CINN??IDE","lorcan@ifpea.ie","+353876299522",,,,,,
"799","Irish fish Producers Organisation Ltd","8 Anvil Court, Killybegs, Donegal","Donegal","Ireland","+353 74 9741468","www.ifpo.ie","Industry body","Francis O'Donnell","ifpo@eircom.net","+1 353 74 9741468",,,,,"3542R",
"1271","Irish Food Allergy Network","c/o Paediatrics and Child HealthClinical Investigation Unit, Cork University Hospital, Clinical Investigation Unit, Wilton, T12 DC4A, Cork","Cork","Ireland","021 490 1237","www.ifan.ie","Health","Ruth Charles","info@nutrikids.ie","0868114684",,,,,,
"197","Irish Foster Care Association","Unit 23, The Village Green, Tallaght, Dublin, 24, Dublin","Dublin","Ireland","014599474","www.ifca.ie","Other (Charity)","Catherine Bond","catherine.bond@ifca.ie","014599474",,"281419","IRISH FOSTER CARE ASSOCIATION","UNIT 23, VILLAGE GREEN TALLAGHT DUBLIN 24","12498","12498"
"136","Irish Funds Industry Association CLG","Level 10, One George's Quay Plaza, George's Quay, Dublin, Dublin 2, Dublin","Dublin","Ireland","+35316753200","www.irishfunds.ie","Industry body","Patrick Lardner","pat.lardner@irishfunds.ie","+35316753200",,,"IRISH FUNDS INDUSTRY ASSOCIATION CLG","10TH FLOOR ONE GEORGE'S QUAY PLAZA DUBLIN 2 ",,
"376","Irish Georgian Society","City Assembly House, 58 South William Street, Dublin, D02 X751, Dublin","Dublin","Ireland","016798675","www.igs.ie","Other (Education and conservation)","Donough Cahill","dcahill@igs.ie","016798675",,,"Irish Georgian Foundation","City Assembly House, 58 South William Street, Dublin 2","20011505","CHY 6372"
"742","Irish Girl Guides","27 Pembroke Park, Donnybrook, D04 NV08, Dublin","Dublin","Ireland","01 6683898","www.irishgirlguides.ie","Other (registered charity - youth organisation)","Linda Peters","linda.peters@irishgirlguides.ie","01 6683898",,,,,"20006327","CHY 4726"
"149","Irish Grain and Feed Association","Lower Main Street, Abbeyleix, Abbeyleix, Laois","Laois","Ireland","+353860522094","igfa.ie","Agribusiness","Deirdre Webb","deirdre.webb@eorna.ie","+578730350",,"461904","IRISH GRAIN AND FEED ASSOCIATION COMPANY LIMITED BY GUARANTEE","LOWER MAIN STREET ABBEYLEIX CO. LAOIS ",,
"1743","Irish Green Building Council","19 Mountjoy Square East, Dublin, D01 E8P5, Dublin","Dublin","Ireland","016815843","www.igbc.ie","Industry body","Patrick Barry","pat@igbc.ie","016815862",,"492948","IRISH GREEN BUILDING COUNCIL COMPANY LIMITED BY GUARANTEE","19 MOUNTJOY SQUARE EAST DUBLIN 1  ",,
"1369","Irish Grey Partridge Conservation Trust","921 The Crescent, Newbridge, Kildare","Kildare","Ireland","087-2387395","www.greypartridge.ie","Other (Wildlife Conservation Charity)","Declan Browne","Declanmbrowne@gmail.com","+353872387395",,,,,"20078751","19962"
"932","Irish Greyhound Board","Greenpark, Dock Road Limerick, Limerick, V94Y17X, Limerick","Limerick","Ireland","061 448000","www.igb.ie","Other (The Irish Greyhound Board is a commercial semi state body established under the Greyhound Industry Act 1958 to control greyhound racing and develop the  greyhound industry.)","Sean Brady, Interim Chief Executive Officer","owen.odoherty@igb.ie","061 448000",,,"Bord na gCon","Greenpark Dock Road Limerick",,
"1149","Irish Guide Dogs for the Blind","Model Farm Road, Cork",,"Ireland","0214878200","ww.guidedogs.ie","Other (Mobility services for persons with disabilities)","Ms. Lean Kennedy","lean@guidedogs.ie","0214878200",,,"Irish Guide Dogs for the Blind (IGDB)","Model Farm Road, Cork",,"6006"
"839","Irish Hairdressers Federatiion","The Kiln, Seskin South, Ballyragget, Co Kilkenny, NA, Kilkenny","Kilkenny","Ireland","056-8833808","www.irishhairfed.com","Other (Service Industry)","Damien Nolan","secretary@irishhairfed.com","056-8833808",,,"Irish Hairdressers Federation","The Kiln, Seskin South, Ballyragget, Co Kilkenny",,
"2014","Irish Hairdressers Federation","The Kiln, Ballyragget, Co Kilkenny, Kilkenny, R95AP62, Kilkenny","Kilkenny","Ireland","0568833808","www.irishhairfed.com","Industry body","Damien Nolan","info@irishhairfed.com","0568833808",,,"Irish Hairdressers Federation","The Kiln, Seskin South, Ballyragget, Co Kilkenny",,
"826","Irish Harness Racing Association Limited","Dundee House, Summerhill South, Cork, Cork","Cork","Ireland","+447879480592","http://www.irishharnessracing.com/","Other (Sporting)","ARTHUR COOPER","arthur_cooper@hotmail.com","+447879480592",,,"Irish Harness Racing Association Limited","Dundee House, Summerhill South, Cork",,
"1197","Irish Heart Disease Awareness","Knockmitton House, Knockmitton Lane, Dublin, 12, Dublin","Dublin","Ireland","01 605 5421","www.ihda.ie","Health","David Bobbett","david.bobbett@hki.com","01 605 5421",,"518296","IRISH HEART DISEASE AWARENESS","KNOCKMITTEN HOUSE KNOCKMITTEN LANE NANGOR ROAD DUBLIN 12","20387",
"144","Irish Heart Foundation","50 Ringsend Rd, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 668 5001","irishheart.ie","Health","Chris Macey","cmacey@irishheart.ie","01 634 6932",,,"Irish Heart Foundation","50 Ringsend Rd, Dublin 4","20008376","5507"
"833","Irish Heritage Trust","11 Parnell Square, Dublin, 1, Dublin","Dublin","Ireland","01 8748030","www.irishheritagetrust.ie","Other (Charity)","Jenny Weir","j.weir@irishheritagetrust.ie","0872381616",,"422959","HANDY DANDY","1 THE GROVE MARTELLO VILLAGE DROGHEDA CO. LOUTH","20061609","16848"
"1093","Irish Hospital Consultants Association","Heritage House, Dundrum Office Park, Dundrum, Dublin, 14, Dublin","Dublin","Ireland","2989123","www.ihca.ie","Trade union","Martin Varley","m.varley@ihca.ie","2989123",,,,,,
"747","Irish Hotels Federation","13 Northbrook Road, Ranelagh, D06 PK18, Dublin","Dublin","Ireland","014976459","www.ihf.ie","Industry body","Tim Fenn","fennt@ihf.ie","014976459",,,"Irish Hotels Federation","13 Northbrook Road, Ranelagh, Dublin 6",,
"613","Irish Institute of Radiography and Radiation Therapy","28 Millbrook Court, Kilmainham, Dublin 8, Dublin","Dublin","Ireland","0879687790","www.iirrt.ie","Health","Michelle Monahan","iirrtpresident@gmail.com","0872367307",,"256119","IRISH INSTITUTE OF RADIOGRAPHY AND RADIATION THERAPY LIMITED","28 MILLBROOK COURT KILMAINHAM DUBLIN 8 ",,
"527","Irish Internet Association","The Digital Hub, 157 Thomas Street, Dublin 8, D8, Dublin","Dublin","Ireland","01 5424154","www.iia.ie","Industry body","Joan Mulvihill","joan@iia.ie","0863897552",,"268541","IRISH INTERNET ASSOCIATION LIMITED","VENTURE LEGAL SERVICES 77 SIR JOHN ROGERSON'S QUAY DUBLIN 2 ",,
"340","Irish Kidney Association","Donor House block 43A, Parkwest, Dublin 12, D12p5v6, Dublin","Dublin","Ireland","+35316205306","Www.ika.ie","Health","Mark Murphy","markmurphy@ika.ie","+353872571235",,"66109","THE IRISH KIDNEY ASSOCIATION LIMITED","Donor House Block 43A Parkwest Dublin 12","20011260","6327"
"813","Irish Landscape Institute","Fumbally Exchange, 5 Dame Lane, Dublin 2, Dublin, 2, Dublin","Dublin","Ireland","086 4170919","www.irishlandscapeinstitute.com","Industry body","Mr. Tony Williams","tony.williams@europe.com","087 6852069",,"192796","THE IRISH LANDSCAPE INSTITUTE COMPANY LIMITED BY GUARANTEE","P.O. BOX 11068 DUBLIN 2  ",,
"209","Irish League of Credit Unions","33-41 Lower Mount Street, Dublin 2, Dublin, Dublin 2, D02 Y489, Dublin","Dublin","Ireland","016146700","http://www.creditunion.ie/","Other (Trade Association)","John Knox","jknox@creditunion.ie","016146787",,,,,,
"1060","Irish Life Assurance plc","Irish Life Centre, Lower Abbey Street, Dublin 1, Dublin, Dublin 1, Dublin","Dublin","Ireland","017042000","www.irishlife.ie","Finance","David Harney","david.harney@irishlife.ie","017042000",,"152576","IRISH LIFE ASSURANCE PUBLIC LIMITED COMPANY","IRISH LIFE CENTRE, LOWER ABBEY STREET, DUBLIN 1. ",,
"1598","Irish Life Health dac","Irish Life Centre, Lower Abbey Street, Dublin, Dublin 1, Dublin","Dublin","Ireland","0860461388","irishlifehealth.ie","Other (Health Insurer)","Teresa Kelly Oroz","teresakellyoroz@glohealth.ie","01-5625212",,"376607","IRISH LIFE HEALTH DESIGNATED ACTIVITY COMPANY","IRISH LIFE CENTRE ABBEY STREET LOWER DUBLIN 1 ",,
"1064","Irish Local Development Network","Unit 24, Tait Business Centre, Dominic Street, Limerick, Limerick","Limerick","Ireland","087  9379572","www.ildn.ie","Other (Network of the 48 Local Development Companies in Ireland, These companies deliver a range of national and EU funded programmes relating to combating social exclusion, delivery of active labour market programmes, fostering enterprise and supporting urban and rural development.)","Joe Saunders","joe@joesaunders.ie","0869379572",,,,,"NA","na"
"534","Irish Lung Fibrosis Association","c/o Hays Solicitors, Lavery House, Earlsfort Terrace, Dublin 2, Dublin","Dublin","Ireland","0868715264","www.ilfa.ie","Health","Denise Dunne","info@ilfa.ie","0868715264",,,"THE IRISH LUNG FIBROSIS ASSOCIATION LIMITED","Lavery House, Earlsfort Terrace, Dublin 2","20053437","15462"
"1565","Irish Manufacturing Research Ltd","Unit A, Aerodrome Business Park, Rathcoole, D24WC04, Dublin","Dublin","Ireland","019066412","www.imr.ie","Other (Manufacturing Research Company)","Barry Kennedy","barry.kennedy@imr.ie","019066412",,"549473","IRISH MANUFACTURING RESEARCH LIMITED","UNIT A AERODROME BUSINESS PARK RATHCOOLE DUBLIN 24 ",,
"1657","Irish Medical Nutrition Group","17 Parkvale, Sandyford Road, Dublin 16, Dublin, D16 KN83, Dublin","Dublin","Ireland","0872579350","N / A","Health","John D MacDonald","jdmacd@gmail.com","0872579350",,,,,,
"52","Irish Medical Organisation","10 Fitzwilliam Place, Dublin, D02 Y322, Dublin","Dublin","Ireland","+35316767273","http://www.imo.ie/","Trade union","Ms. Susan Clyne","sclyne@imo.ie","+35316767273",,,,,,
"1468","Irish Men's Sheds Association","First Floor, Ballymun Civic Centre, Ballymun, Dublin, D9, Dublin","Dublin","Ireland","01 8916150","www.menssheds.ie","Other (Mens Charity)","Barry Sheridan","barry@menssheds.ie","01 8916150",,,"Irish Mens Sheds Association","Block 2, 55 Priory Lane, Priory Lane, New Ross, Wexford","20078591","19928"
"994","Irish Missionary Union Company Limited","29 Westland Square, Pearse Street, Dublin 2, Dublin 2, Dublin","Dublin","Ireland","014923326","imu.ie","Other (Missionary support and awareness)","Sheila Curran","imu-corijustice@cori.ie","014923326",,,"Irish Missionary Union Company Limited","29 Westland Square, Dublin 2","9301","9301"
"303","Irish Mortgage Holders Organisation (IMHO)","Unit 12,  The Capel Building, St. Mary???s Abbey, Dublin 7, Dublin","Dublin","Ireland","0877775577","www.mortgageholders.ie","Other (The Irish Mortgage Holders Organisation is a not for profit organisation which aims to facilitate independent mortgage/debt resolution between lenders/creditors and mortgage holders.)","David Hall","david@mortgageholders.ie","0877775577",,"517549","THE IRISH MORTGAGE HOLDERS ORGANISATION LIMITED","UNIT 12 THE CAPEL BUILDING MARY'S ABBEY DUBLIN 7 ",,
"2020","Irish Museums Association","11 Parnell Square East, Dublin, D01 ND60, Dublin","Dublin","Ireland","00353018734216","www.irishmuseums.org","Industry body","Gina O'Kelly","office@irishmuseums.org","00353018734216",,"387027","THE IRISH MUSEUMS ASSOCIATION COMPANY LIMITED BY GUARANTEE","11 PARNELL SQUARE EAST DUBLIN 1  ",,
"92","IRISH MUSIC RIGHTS ORGANISATION","Copyright House, Pembroke Row, Lr Baggot Street, Dublin, 2, Dublin","Dublin","Ireland","016448062","www.imro.ie","Industry body","Victor Finn","victor.finn@imro.ie","016448062",,"133321","IRISH MUSIC RIGHTS ORGANISATION LIMITED","COPYRIGHT HOUSE, PEMBROKE ROW, LOWER BAGGOT STREET, DUBLIN 2.",,
"113","Irish National Organisation of the Unemployed","Araby House, 8 North Richmond Street, Dublin, Dublin 1",,"Ireland","01 856 0088","www.inou.ie","Other (The INOU is a federation of unemployed people, unemployed centres, unemployed groups, community organisations and Trade Unions.  The INOU represents and defends the rights and interests of those who want decent employment and cannot obtain it. We promote and campaign for policies to achieve full employment for all.  We also campaign for an acceptable standard of living for unemployed people and their dependents. The INOU is an anti-sectarian, anti-racist, non-party political organisation which promotes equality of opportunity within society.)","Brid O'Brien","policy@inou.ie","01 856 0088",,"192768",,,,
"520","Irish Nurses and Midwives Organisation","Whitworth Building, North Brunswick Street, Dublin, D7, Dublin","Dublin","Ireland","0872323371","www.inmo.ie","Trade union","David Hughes","david.hughes@inmo.ie","016640600",,,,,,
"232","Irish Offshore Operators' Association","Suite 2119,, Fitzwilliam Business Centre, 26 Upper Pembroke Street, Dublin, 2, Dublin","Dublin","Ireland","+35316373996","www.iooa.ie","Energy & Natural Resources","Patrick Shannon","iooa.chairman@gmail.com","+35316373996 / +353872337082",,,,,,
"1497","Irish Parking Association","Unit 3, Barrowside Business Park, Sleaty Road, Carlow, Graiguecullen, N/A, Carlow","Carlow","Ireland","059-9136886","www.parkingireland.ie","Industry body","Keith Gavin","info@parkingireland.ie","059-9136886",,,"Irish Parking Association","Unit 3 Barrowside Business Park, Sleaty Road, Graiguecullen, Co. Carlow",,
"831","Irish Peatland Conservation Council","Lullymore, Rathangan, R51 V293, Kildare","Kildare","Ireland","045860133","www.ipcc.ie","Other (Conservation, education, research and advocacy)","Catherine O'Connell","bogs@ipcc.ie","045860133",,"116156","THE IRISH PEATLAND CONSERVATION COUNCIL","LULLYMORE, RATHANGAN, CO. KILDARE. ","CHY6829","CHY6829"
"1169","Irish Penal Reform Trust","MACRO, 1 Green Street, Dublin 7, Dublin","Dublin","Ireland","01 874 1400","www.iprt.ie","Other (Charity/NGO)","Deirdre Malone","director@iprt.ie","083 441 7577",,"218442","IRISH PENAL REFORM TRUST","MACRO 1 GREEN STREET DUBLIN 7 ","20029562","11091"
"1295","Irish Petrol Retailers Association","Ashgrove House, Kill Avenue, Dunlaoire, Dunlaoire, Dublin","Dublin","Ireland","00353872546512",,"Energy & Natural Resources","Michael Griffin","office@ipra.ie","00353872546512",,"392079","IRISH PETROL RETAILERS ASSOCIATION LIMITED","ASHGROVE HOUSE ASHGROVE INDUSTRIAL ESTATE KILL AVENUE DUN LAOGHAIRE, CO. DUBLIN",,"392079"
"239","Irish Petroleum Industry Association Ltd.","3, Custom House Plaza, IFSC, Dublin, 1, Dublin","Dublin","Ireland","0862541891","www.ipia.ie","Other (Trade Association)","Michael Forde","mail@ipia.ie","0862541891",,,"Irish Petroleum Industry Association Ltd.","3, Custom House Plaza, IFSC, Dublin 1.",,
"33","Irish Pharmaceutical Healthcare Association","1st Floor, Wilton Park House, Wilton Place, Dublin, 4, Dublin","Dublin","Ireland","01 6344390","www.ipha.ie","Industry body","Oliver O'Connor","oliverooconnor@ipha.ie","01 6344390",,,"Irish Pharmaceutical Healthcare Association Ltd","1st Floor, Wilton Park House, Wilton Place, Dublin 4",,
"150","Irish Pharmacy Union","Butterfield House, Butterfoeld Avenue, Rathfarnham, Dublin 14, Dublin","Dublin","Ireland","01 4936401","www.ipu.ie","Industry body","Jim Curran","jim.curran@ipu.ie","01 4061558",,,"IPU Services Limited","Butterfield House, Butterfield Avenue, Rathfarnham, Dublin 14",,
"712","Irish Planning Institute","Floor 3, The Courtyard, 25 Great Strand Street, Dublin 1, Dublin","Dublin","Ireland","01 8788630","www.ipi.ie","Other (Professional Body)","Sean O'Leary","s.oleary@ipi.ie","018788630",,"97882","IRISH PLANNING INSTITUTE INSTITIUID PLEANALA NA H-EIREANN","FLOOR 3, THE COURTYARD, 25, GREAT STRAND STREET, DUBLIN 1.",,
"732","Irish Platform for Patients' Organisations, Science and Industry","Camden Business Centre, 12 Camden Row, D08 R9CN, Dublin","Dublin","Ireland","+353 (1) 4790552","www.ipposi.ie","Health","Derick Mitchell PhD","dmitchell@ipposi.ie","+353 (1) 4790552",,,"Irish Platform for Patients Organisations, Science and Industry Limited","Camden Business Centre, 12 Camden Row, Dublin 8",,"17079"
"282","Irish Postmasters' Union","Pier 19, Usher's Island, Dublin 8, Dublin","Dublin","Ireland","016776863","www.communityandpostoffice.ie","Lobbying","Ned O'Hara","ned@postmasters.ie","01 677 6863",,,,,,
"1377","Irish Printing Federation","84/86 Lower Baggot St, Dublin, DO2 H720, Dublin","Dublin","Ireland","0872492951","www.irishprinting federation.ie","Industry body","Tom Clements","tom@rpd.ie","0872492951",,,,,,
"796","Irish ProShare Association","6-9 Trinity Street, Dublin 2, Ireland, Dublin, Dublin","Dublin","Ireland","+353 (0)1 254 42 36","http://www.ipsa.ie/","Lobbying","Gill Brennan","gbrennan@ipsa.ie","+353 (0)1 254 42 36",,,,,,
"1004","Irish Recorded Music Association Limited","1 Corrig Avenue, Dun Laoghaire, Dublin","Dublin","Ireland","+ 353 86 6482816","www.irma.ie","Industry body","Helen Sheehy","helen@helensheehy.com","00 353 86 6482816",,,"Irish Recorded Music Association Limited","1 Corrig Avenue, Dun Laoghaire, County Dublin",,
"1963","Irish Refugee and Migrant Coalition","28 North Great Georges Street, Dublin 1, Dublin, 1, Dublin","Dublin","Ireland","01 531 3232","www.irmcoalition.com","Other (Policy and research in relation to asylum and migration)","Caoimhe Sheridan","csheridan@irmcoalition.com","01 531 3232",,,,,,
"564","Irish Refugee Council","37 Dame Street, Dublin, 2, Dublin","Dublin","Ireland","0858585510","www.irishrefugeecouncil.ie","Other (NGO)","Caroline Reid","caroline@irishrefugeecouncil.ie","0858585510",,"188693","IRISH REFUGEE COUNCIL LIMITED","37 DAME STREET DUBLIN 2  ","10153","1153"
"1532","IRISH RESIDENTIAL PROPERTIES REIT plc","Unit 4B Lazer Lane, Grand Canal Square, Dublin 2, Dublin, Dublin 2, Dublin","Dublin","Ireland","15180300","www.iresreit.ie","Other (Property)","David Ehrlich","d.ehrlich@iresreit.ie","4168612467",,"529737","IRISH RESIDENTIAL PROPERTIES REIT PUBLIC LIMITED COMPANY","UNIT 4B LAZER LANE GRAND CANAL SQUARE DUBLIN 2 ",,
"659","Irish Road Haulage Association","Suite 6, Gowna Plaza, Bracetown Business Park, Clonee, Meath, D15VY77, Meath","Meath","Ireland","01 801 3380","www.irha.ie","Lobbying","Jonathan Molony","jonathan@irha.ie","0863871231",,,"Irish Road Haulage Association","Unit 3e, Fingal Bay Business Park, Balbriggan, Co. Dublin.   K32 C850",,
"392","Irish Rugby Football Union","10-12 Lansdowne Road, Ballsbridge, Dublin 4, Dublin, Dublin","Dublin","Ireland","016473840","www.irishrugby.ie","Other (Promotion of Sport and Health)","Stephen McNamara","stephen.mcnamara@irfu.ie","00353873874596",,,,,,
"454","Irish Rural Link Co-Operative Society Limited","Moate Business Park, Clara Road, Moate, Westmeath","Westmeath","Ireland","0906482744","irishrurallink.ie","Lobbying","Seamus Boland","seamus@irishrurallink.ie","0862491153",,,"Irish Rural Link Co-Operative Society Limited","Moate Business Park, Clara Road, Moate, Co Westmeath","4880R","10445"
"1346","Irish Sailing Association","3 Park Road, Dun Laoghaire, Dublin","Dublin","Ireland","01 2800239","www.sailing.ie","Other (Sporting Body)","Harry Hermon","harry@sailing.ie","087 2402097",,"34324","IRISH SAILING ASSOCIATION","3 PARK ROAD DUN LAOGHAIRE, CO. DUBLIN. ",,
